,tweet,subtask_a
626,come anti leftist territory actually going saying say make control,0
627,come feelings civil evidence liberal context conversation quote like,0
628,would able eat damn pussy,1
629,call fun front hole liberal one think,0
630,would poster willy guy literally exactly liberal anyone half child brain conservative consider,1
631,trump satan revealing hand slowly swamp deep direct agenda state thwart god creature worry lou timing,0
632,correct,0
633,sheryl teller mem atkinson truth,0
634,rap queen relate knot bitch,1
635,tool much see liberal well surprise pretty general,0
636,great,0
637,sweet love,0
638,match go main football ticket next stand mute atmosphere site understand assume get kop impression kenny try best chance people,0
639,would licking ass worse,1
640,elect going stupid liberal lecture one liar ignorance admit shame give representative something judge credibility pathological,1
641,turn study fact problem stupid people data one nitwit schemata show somebody conservative smart hate near suck,1
642,yeah woman tune funny change liberal sole political persuasion accuser base term,0
643,cute love,0
644,bitch,1
645,kiss,0
646,guy welcome,0
647,trust,0
648,fuck jamie test deal cunt oliver kill meal,1
649,would smear pair try whole lot murder sock weed home say despicable whether victim care like american,1
650,real president plastic version like cheap,0
651,racket engage actually extortion austerity like via borrow,0
652,cake urls paper up,0
653,temple agent speak,0
654,expectation doctor dream growing man question set making ask decision parent chase goal advisement,0
655,disabled pay steal liberal elderly,0
656,born shall ways know,0
657,anti go mouth talk utmost admiration steady home gun buddy wash break soap would empty respect dirt one control bag hand means drain saying cop,1
658,sexy,0
659,logical explanation humanitarian claim,0
660,putin much money spy russian receive,1
661,know hateful liberal must may well shooter violent people far explain defeated,1
662,helping strict sure gun california control,0
663,razz infra zinc angle alone,0
664,experience giving news day fool wrong two may one care faith simply gold org useless time,1
665,urls damn doll killing cutie duet awesome love expression angel,0
666,try away take black gun show people exclusively control organisation,0
667,trump help boot ted still call wife well reelection ugly give licking beta,1
668,top distance retake urls seat frankel striking,0
669,apt cancer remember bowel know problem wife going colon oncologist god prayer thru control,0
670,anti chicago find,0
671,threat urls,1
672,please straight suede urls must pants using russia ship type tell,0
673,imagine beyond realm liberal enough save arrive force foolishly defend circumstance violence possibility quickly police eventuality cannot family believe,1
674,new giving urls away talks book copy,0
675,govt know voter liberal feel say like avg int,0
676,school union worst boards education liberal federal socialization power country lie look fault,0
677,tennis statement know entertainment game even greatest serena play resentment racial side player though conservative ref done stem ditto problem root america female course,0
678,vote wait tonight best us debate tuesday clearly great winning candidate job,0
679,beautiful,0
680,shit let first borrow,1
681,come hand hold governing seem whip credit,0
682,lien wow urls bitch,1
683,portion rebuild india woman urls road sell village house better,0
684,shock undercover rule day sara urls carter inside government every communist video break expose,0
685,kind,0
686,wild ride ooh oho hohhot,0
687,internet rating connection problem get one post saw,0
688,news million hoot really give continue say one story michael write outlet moore,0
689,trina low know salty get twitter stu famous bitch,1
690,top hearing commit fact unfortunately perjury seem get confirmation boot lie team think,0
691,would happen dang it replica gun craziness control reasonable gosh,0
692,corrupt president criticize inept denounce applaud correct,1
693,dull turn sexy hot night one tuesday super,1
694,despicable,1
695,prevent criminal illegal doe laws things common gun california bad control sense,0
696,probably deter scotus political confirmation obviously trouble ploy woman professor grope one without world time hold years question half ford polite,1
697,paint high quality evil chips delusional eats,1
698,shut wanker,1
699,come murder vast lowest neighbour smart laws gun way hawaii street rates ala works chicago keep control relate indiana state tough majority,0
700,beautiful,0
701,new advisory tonight news urls us tropics sure join details update latest,0
702,fuck,1
703,hetero,0
704,pencil probably like watching go left liberal neck melt hiding bust love course falwell,0
705,demo urls,0
706,colour shock evidence still understand liberal,0
707,mental elect breakdown total,1
708,protection day voter urls us statue plead kid shot child hiding silently desk,0
709,present lie saying,0
710,broadcast sewage urls,0
